FECHA ;LUGAR DE LA ORIENTACION ;TIPO DE DOCUMENTO;LOCALIDAD ;BARRIO ;RANGO DE EDAD;"CONDICION DE
DISCAPACION     ";"TIPO DE 
VIVIENDA ";"COBERTURA
EN SALUD";"ESTADO 
CIVIL";SEXO;GENERO;"ORIENTACION
SEXUAL";ETNIA;"NIVEL 
EDUCATIVO";VICTIMA ;RUV;OCUPACION;"ESTUDIOS
SOCIOECONIMICO ";TIPO DE SERVICIO ;TIPO DE REMISION ;"TIPOLOGIA
DE CASO-CASUSTICA ";EQUPO QUE ATENDIO 
21/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;LUIS CARLOS GALAN;31-45 AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;TRABAJO FORMAL;1-2 SMMLV;O.I.;SENA;EDUCACION;EMANCIPATION PLIES
21/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;LUIS CARLOS GALAN;31-45 AÑOS;NO;ARRIENDO;SUBSIDIADO;UNION LIBRE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;TRABAJO INFORMAL;MENOS 1SMMLV;O.I.;SENA;EDUCACION;EMANCIPATION PLIES
21/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;LUIS CARLOS GALAN;18-30 AÑOS;NO;ARRIENDO;NO ASEGURADO;SOLTERO;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;PRIMARIA;SI;NO;DESEMPLEADO;MENOS 1SMMLV;O.I.;SENA;EDUCACION;EMANCIPATION PLIES
21/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;LUIS CARLOS GALAN;18-30 AÑOS;NO;ARRIENDO;SUBSIDIADO;UNION LIBRE;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;NO;TRABAJO INFORMAL;MENOS 1SMMLV;O.I.;SENA;EDUCACION;EMANCIPATION PLIES
21/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;LUIS CARLOS GALAN;31-45 AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;TRABAJO FORMAL;1-2 SMMLV;O.I.;SENA;EDUCACION;EMANCIPATION PLIES
21/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;LUIS CARLOS GALAN;18-30 AÑOS;SI;ARRIENDO;SUBSIDIADO;SOLTERO;HOMBRE;MASCULINO;HOMOSEXUAL;AFRO;PRIMARIA;NO;NO;DESEMPLEADO;MENOS 1SMMLV;O.I.;SENA;EDUCACION;EMANCIPATION PLIES
21/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;LUIS CARLOS GALAN;18-30 AÑOS;NO;ARRIENDO;NO ASEGURADO;SOLTERO;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;TECNICA;SI;SI;DESEMPLEADO;MENOS 1SMMLV;O.I.;SENA;LABORAL;EMANCIPATION PLIES
21/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;LUIS CARLOS GALAN;18-30 AÑOS;NO;ARRIENDO;NO ASEGURADO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SUPERIOR;NO;NO;DESEMPLEADO;MENOS 1SMMLV;O.I.;SENA;LABORAL;EMANCIPATION PLIES
21/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;LUIS CARLOS GALAN;18-30 AÑOS;NO;ARRIENDO;NO ASEGURADO;UNION LIBRE;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;NO;TRABAJO INFORMAL;MENOS 1SMMLV;O.I.;SENA;LABORAL;EMANCIPATION PLIES
21/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;LUIS CARLOS GALAN;31-45 AÑOS;NO;ARRIENDO;NO ASEGURADO;UNION LIBRE;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;NO;TRABAJO INFORMAL;MENOS 1SMMLV;O.I.;SUBRED NORTE;SALUD;EMANCIPATION PLIES
21/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;LUIS CARLOS GALAN;31-45 AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;TRABAJO FORMAL;1-2 SMMLV;O.I.;SUBRED NORTE;SALUD;EMANCIPATION PLIES
23/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;USME;LA FLORA;60 AÑOS O MAS;SI;ARRIENDO;CONTRIBUTIVO;VIUDA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;TECNICA;SI;NO;DESEMPLEADO;MENOS 1SMMLV;O.I.;SECRETARÍA DESARROLLO ECONOMICO;VIVIENDA; EMANCIPATION  RAIZAL PLIES
23/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;USME;USME CE3NTRO;31-45 AÑOS;NO;APARTAMENTO;SUBSIDIADO;UNION LIBRE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;NINGUNA;SIU;SI;HOGAR;;O.I.;SECRETARI DE EDUCACION Y DILE;EDUCACION; EMANCIPATION  RAIZAL PLIES
23/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;ESPAÑOLA;31-45 AÑOS;NO;ARRIENDO;CONTRIBUTIVO;SOLTERA;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;TRABAJO FORMAL;1-2 SMMLV;O.I.;SENA;EDUCACION; EMANCIPATION  RAIZAL PLIES
23/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;SUBA;SANTA CECILIA;31-45 AÑOS;NO;APARTAMENTO;SUBSIDIADO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;DESEMPLEADA;MENOS 1SMMLV;O.I.;AGENCIA PUBLICA DE EMPLEO;LABORAL;EMANCIPATION RAIZAL PLIES
23/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;SUBA;BILBAO;18-30 AÑOS;NO;CASA ;SUBSIDIADO;SOLTERO;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SUPERIOR;NO;NO;DESEMPLEADO;MENOS 1SMMLV;O.I.;AGENCIA PUBLICA DE EMPLEO;LABORAL;EMANCIPATION RAIZAL PLIES
23/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;SUBA;SAN PEDRO ;18-30 AÑOS;NO;CASA ;NO ASEGURADO;UNION LIBRE ;MUJER ;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;DESEMPLEADA;MENOS 1SMMLV;O.I.;AGENCIA PUBLICA DE EMPLEO;LABORAL;EMANCIPATION RAIZAL PLIES
23/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;SUBA;BERLIN ;46-60 AÑOS;NO;CASA ;SUBSIDIADO;UNION LIBRE ;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;DESEMPLEADA;MENOS 1SMMLV;O.I.;AGENCIA PUBLICA DE EMPLEO;LABORAL;EMANCIPATION RAIZAL PLIES
23/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;SUBA;SANTA CECILIA;18-30 AÑOS;NO;APARTAMENTO;SUBSIDIADO;UNION LIBRE ;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;DESEMPLEADA;MENOS 1SMMLV;O.I.;AGENCIA PUBLICA DE EMPLEO;LABORAL;EMANCIPATION RAIZAL PLIES
23/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;SUBA;POA;31-45 AÑOS;NO;APARTAMENTO;CONTRIBUTIVO;UNION LIBRE ;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SUPERIOR;NO;NO;DESEMPLEADA;MENOS 1SMMLV;O.I.;AGENCIA PUBLICA DE EMPLEO;LABORAL;EMANCIPATION RAIZAL PLIES
23/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;SUBA;AURES I ;31-45 AÑOS;NO;CASA ;CONTRIBUTIVO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;DESEMPLEADA;MENOS 1SMMLV;O.I.;AGENCIA PUBLICA DE EMPLEO;LABORAL;EMANCIPATION RAIZAL PLIES
23/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;SUBA;SAN PEDRO ;31-45 AÑOS;NO;CASA ;SUBSIDIADO;UNION LIBRE ;MUJER;FEMENINO;HETEROSEXUAL;AFRO;PRIMARIA;SI;SI;DESEMPLEADA;MENOS 1SMMLV;O.I.;AGENCIA PUBLICA DE EMPLEO;LABORAL;EMANCIPATION RAIZAL PLIES
23/03/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;SANTA RITA;46 - 60 AÑOS;NO;APARTAMENTO ARRIENDO ;SUBSIDIADO;UNIÓN LIBRE;HOMBRE;MASCULINO;HETERO SEXUAL;AFRO;PRIMARIA;SI;SI;DESEMPLEADA;MENOS 1SMMLV;OI;AGENCIA DE EMPLEO;LABORAL;CASA AFRO - SUBA
23/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;USME;ALFONSO LOPEZ;31-45 AÑOS;NO;CASA;CONTRIBUTIVO;CASADA;MUJER;FEMENINO;HETEROSEXUAL;RAIZAL;SUPERIOR;NO;NO;HOGAR;1-2 SMMLV;O.I.;SDIS;CULTURA;EMANCIPATION RAIZAL PLISE
23/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;BARRIOS UNIDOS;BENJAMIN HERRERA;18-30 AÑOS;NO;VIVIENDA FAMILIAR;SUBSIDIADO;SOLTERA;HOMBRE;MASCULINO;HETEROSEXUAL;RAIZAL;SUPERIOR;NO;NO;TRABAJO FORMAL;1-2 SMMLV;O.I.;SECRETARIA DE GOBIERNO;LABORALES;EMANCIPATION RAIZAL PLISE
23/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;USME;ALFONSO LOPEZ;18-30 AÑOS;NO;CASA;SUBSIDIADO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;RAIZAL;TECNICA;NO;NO;TRABAJO FORMAL;1-2 SMMLV;O.I.;SECRETARIA DE EDUCACION;EDUCACION;EMANCIPATION RAIZAL PLISE
24/03/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;LISBOA;31 - 45 AÑOS;SI;APARTAMENTO ARRIENFO;SUBSIDIADO;UNIÓN LIBRE;HOMBRE;MASCULINO;HETERO SEXUAL;AFRO;PRIMARIA;SI;SI;DESEMPLEADO;MENOS 1SMMLV;OI;AGENCIA DE EMPLEO;LABORAL;CASA AFRO - SUBA
25/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;CHAPINERO;CHAPINERO;31-45 años;NO;APARTAMENTO;CONTRIBUTIVO;SOLTERO;MUJER;FEMENINO;HETEROSEXUAL;RAIZAL;TECNICA;NO;NO;TRABAJO INFORMAL;MENOS 1SMMLV;O.I.;N/A;EDUCACION;EMANCIPATION RAIZAL PLIES
25/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;CANDELARIA;CANDELARIA CENTRO;18-30 años;NO;APARTAMENTO;CONTRIBUTIVO;SOLTERO;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;TRABAJO INFORMAL;MENOS 1SMMLV;O.I.;N/A;CONVIVENCIA;EMANCIPATION RAIZAL PLIES
25/03/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;ALASKA;31 - 45 AÑOS;SI;CASA EN ARRIENDO;SUBSIDIADO;SOLTERA;MAJER;FEMENINO;HETERO SEXUAL;AFRO;NINGUNA;SI;NO;DESEMPLEADO;MENOS 1SMMLV;O.I;BONO DISCAPACIDAD;FAMILIA;CASA AFRO - SUBA
27/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;LUIS CARLOS GALAN;18-30 AÑOS;NO;ARRIENDO;CONTRIBUTIVO;SEPARADA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;TRABAJO FORMAL;1-2 SMMLV;O.I.;SENA;EDUCACION;EMANCIPATION PLIES
27/03/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;LUIS CARLOS GALAN;46-60 AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;TRABAJO FORMAL;1-2 SMMLV;O.I.;HABITAT;INFORMACIÓN SUBSIDIOS DE VIVIENDA;EMANCIPATION PLIES
1/04/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;VILLA CINDY;31 - 45 AÑOS;NO;ARRIENDO APARTAMENTO;SUBSIDIADO;UNIÓN LIBRE;MUJER;FEMENINO;HETERO SEXUAL;AFRO;SECUNDARIA;NO;NO;DESEMPLEADA;MENOS 1SMMLV;O.I;AGENCIA DE EMPLEO;LABORAL;CASA AFRO - SUBA
4/04/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;SANTA RITA;18-30 AÑ0S;NO;ARRIENDO APARTAMENTO;SUBSIDIADO;UNIÓN LIBRE;MUJER;FEMENINO;HETERO SEXUAL;AFRO;PRIMARIA;NO;NO;TRABAJO INFORMAL;1 -2 SMMV;O.I;SUBSIDIO VIVIENDA;FAMILIA;CASA AFRO - SUBA
4/04/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;TUNA ALTA;31 - 45 AÑOS;NO;CASA EN ARRIENDO ;SUBSIDIADO;UNIÓN LIBRE;MUJER;FEMENINO;HETERO SEXUAL;AFRO;SECUNDARIA;NO;NO;DESEMPLEADA;MENOS 1SMMLV;O.I;DILE;EDUCACION;CASA AFRO - SUBA
5/04/2022;CONFIA  SAN CRISTOBAL;CEDULA;SANTA FE;GIRALDA;46-60 AÑOS;NO;ARRIENDO;SUBSIDIADO;UNION LIBRE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;DESEMPLEADA;MENOS 1SMMLV;O.I;N/A;AUTORECONOCIMIENTO;EQUIPO CONFIA 
5/04/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;EL MUELLE;31-45 AÑOS;NO;APARTAMENTO;CONTRIBUTIVO;CASADA;MUJER;FEMENINO;HETEROSEXUAL;RAIZAL;SUPERIOR;NO;NO;TRABAJO FORMAL;1-2 SMMLV;O.I.;SDIS;FAMILIA;EMANCIPATION RAIZAL PLISE
5/04/2022;EMANCIPATION RAIZAL PLIES;CEDULA;BARRIOS UNIDOS;SAN FERNANDO;18-30 AÑOS;NO;APARTAMENTO;SUBSIDIADO;SOLTERA;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO COLOMBIANO;TECNICA;SI;SI;TRABAJO INFORMAL;MENOS DE 1SMMLV;O.I.;ALCALDIA LOCAL;FAMILIA;EMANCIPATION RAIZAL PLISE
5/04/2022;EMANCIPATION RAIZAL PLIES;CEDULA;BARRIOS UNIDOS;MODELO;46-60 AÑOS;NO;CASA;SUBSIDIADO;VIUDA;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO COLOMBIANO;TECNICA;SI;SI;TRABAJO INFORMAL;MENOS DE 1SMMLV;O.I.;ALCALDIA LOCAL;CULTURA;EMANCIPATION RAIZAL PLISE
5/04/2022;EMANCIPATION RAIZAL PLIES;CEDULA;BOSA;ESTACIÒN;46-60 AÑOS;NO;CASA;SUBSIDIADO;UNION LIBRE;HOMBRE;FEMENINO;HETEROSEXUAL;AFRO COLOMBIANO;TECNICA;SI;SI;TRABAJO INFORMAL;MENOS DE 1SMMLV;O.I.;SECRETARIA DE HABITAT;LABORALES;EMANCIPATION RAIZAL PLISE
5/04/2022;EMANCIPATION RAIZAL PLIES;CEDULA;BARRIOS UNIDOS;FLORESTA;31-45 AÑOS;NO;APARTAMENTO;SUBSIDIADO;UNION LIBRE;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO COLOMBIANO;TECNICA;SI;SI;TRABAJO INFORMAL;MENOS DE 1SMMLV;O.I.;SECRETARIA DE HABITAT;LABORALES;EMANCIPATION RAIZAL PLISE
5/04/2022;EMANCIPATION RAIZAL PLIES;CEDULA;BARRIOS UNIDOS;SAN FERNANDO;31-45 AÑOS;NO;APARTAMENTO;SUBSIDIADO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;TRABAJO FORMAL;MENOS DE 1SMMLV;O.I.;SECRETARIA DE  EDUCACIÒN;EDUCACION;EMANCIPATION RAIZAL PLISE
5/04/2022;EMANCIPATION RAIZAL PLIES;CEDULA;BARRIOS UNIDOS;SAN FERNANDO;31-45 AÑOS;NO;APARTAMENTO;SUBSIDIADO;UNION LIBRE;HOMBRE;MASCULINO;HETEROSEXUAL;RAIZAL;SECUNDARIA;NO;NO;TRABAJO INFORMAL;MENOS DE 1SMMLV;O.I.;SECRETARIA DE CULTURA;CULTURA;EMANCIPATION RAIZAL PLISE
5/04/2022;EMANCIPATION RAIZAL PLIES;CEDULA;BARRIOS UNIDOS;MODELO;31-45 AÑOS;NO;APARTAMENTO;SUBSIDIADO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;TECNICA;SI;SI;TRABAJO INFORMAL;MENOS DE 1SMMLV;O.I.;SECETARIA DE EDUCACIÒN;EDUCACION;EMANCIPATION RAIZAL PLISE
5/04/2022;EMANCIPATION RAIZAL PLIES;CEDULA;BARRIOS UNIDOS;SAN FERNANDO;46-60 AÑOS;NO;APARTAMENTO;SUBSIDIADO;CASADA;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO COLOMBIANO;SECUNDARIA;SI;SI;TRABAJO INFORMAL;1-2 SMMLV;O.I.;ALCALDIA LOCAL;CULTURA;EMANCIPATION RAIZAL PLISE
8/04/2022;EMANCIPATION RAIZAL PLIES;CEDULA;USAQUEN;EL DANUBIO OCCIDENTAL;31-45 AÑOS;NO;APARTAMENTO;CONTRIBUTIVO;CASADA;MUJER;FEMENINO;HETEROSEXUAL;RAIZAL;SECUNDARIA;NO;NO;TRABAJO INFORMAL;1-2 SMMLV;O.I.;SECRETARIA DE SALUD;APOYO EN PROCESOS PSICOLOGICOS;EMANCIPATION RAIZAL PLISE
8/04/2022;EMANCIPATION RAIZAL PLIES;CEDULA;USAQUEN;EL DANUBIO OCCIDENTAL;46-60 AÑOS;NO;APARTAMENTO;CONTRIBUTIVO;CASADA;HOMBRE;MASCULINO;HETEROSEXUAL;RAIZAL;SECUNDARIA;NO;NO;HOGAR;2-3 SMMLV;O.I.;SDIS;APOYO EN PROCESOS PSICOLOGICOS;EMANCIPATION RAIZAL PLISE
8/04/2022;EMANCIPATION RAIZAL PLIES;CEDULA;SUBA;COMPARTIR;60 o mas;NO;APARTAMENTO;CONTRIBUTIVO;CASADA;HOMBRE;MASCULINO;HETEROSEXUAL;RAIZAL;TECNICA;NO;NO;TRABAJO FORMAL;MENOS DE 1SMMLV;O.I.;SDIS;APOYO EN PROCESOS PSICOLOGICOS;EMANCIPATION RAIZAL PLISE
8/04/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;LA PALESTINA;31-45 AÑOS;NO;APARTAMENTO;CONTRIBUTIVO;CASADA;MUJER;FEMENINO;HETEROSEXUAL;RAIZAL;SUPERIOR;NO;NO;HOGAR;1-2 SMMLV;O.I.;SDIS;FAMILIA;EMANCIPATION RAIZAL PLISE
8/04/2022;EMANCIPATION RAIZAL PLIES;CEDULA;BARRIOS UNIDOS;NUEVA DELHI;18-30 AÑOS;NO;APARTAMENTO;SUBSIDIADO;SEPARADA;MUJER;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;TRABAJO INFORMAL;MENOS DE 1SMMLV;O.I.;SECRETARIA DE GOBIERNO;CONVIVENCIA;EMANCIPATION RAIZAL PLISE
8/04/2022;EMANCIPATION RAIZAL PLIES;CEDULA;SUBA;BOSQUES DE SUBA;60 o mas;NO;APARTAMENTO;SUBSIDIADO;CASADA;MUJER;FEMENINO;HETEROSEXUAL;RAIZAL;TECNICA;NO;NO;TRABAJO INFORMAL;MENOS DE 1SMMLV;O.I.;SDIS;EDUCACION;EMANCIPATION RAIZAL PLISE
12/04/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;BILBAO;31 - 45 AÑOS;NO;APARTAMENTO ARRIENDO ;SUBSIDIADO;SOLTERA;MUJER;FEMENINO;HETERO SEXUAL;AFRO;PRIMARIA;SI;SI;DESEMPLEADA;MENOS 1SMMLV;O.I;AGENCIA DE EMPLEO;LABORAL;CASA AFRO - SUBA
12/04/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;BILBAO;18-30 AÑ0S;NO;APARTAMENTO ARRIENDO ;SUBSIDIADO;SOLTERA;MUJER;FEMENINO;HETERO SEXUAL;AFRO;TÉCNICO;SI;SI;DESEMPLEADA;MENOS 1SMMLV;O.I;AGENCIA DE EMPLEO;LABORAL;CASA AFRO - SUBA
18/04/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;CENTRO SUBA;46 - 60 AÑOS;SI;CASA EN ARRIENDO ;CONTRIBUTIVO;SOLTERA;MUJER;FEMENINO;HETERO SEXUAL;AFRO;PRIMARIA;NO;NO;TRABAJO INFORMAL; 1-2 SMMLV;O.I;BONO DISCAPACIDAD;SALUD;CASA AFRO - SUBA
18/04/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;COMPARTIR;31 - 45 AÑOS;NO;ARRIENDO HABITACIÓN;NO ASEGURADA;SOLTERA;MUJER;FEMENINO;HETERO SEXUAL;AFRO;TÉCNICO;SI;SI;DESEMPLEADA;MENOS 1SMMLV;O.I;BONO DISCAPACIDAD;SALUD;CASA AFRO - SUBA
18/04/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;BILBAO;18-30 AÑ0S;NO;ARRIENDO CUARTO;NO ASEGURADA;SOLTERO;HOMBRE;MASCULINO;HETERO SEXUAL;AFRO;SECUNDARIA;SI;SI;DESEMPLEADO;MENOS 1SMMLV;O.I;AGENCIA DE EMPLEO;LABORAL;CASA AFRO - SUBA
18/04/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;SAN PEDRO;31 - 45 AÑOS;NO;CASA EN ARRIENDO ;SUBSIDIADO;UNIÓN LIBRE;MUJER;FEMENINO;HETERO SEXUAL;AFRO;PRIMARIA;SI;SI;DESMPLEADA;MENOS 1SMMLV;O.I;CANASTA AFRO;FAMILIA;CASA AFRO - SUBA
18/04/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;BILBAO;31 - 45 AÑOS;NO;APARTAMENTO ARRIENDO ;SUBSIDIADO;SOLTERA;MUJER;FEMENINO;HETERO SEXUAL;AFRO;SECUNDARIA;NO;NO;DESEMPLEADO;MENOS 1SMMLV;O.I;AGENCIA DE EMPLEO;LABORAL;CASA AFRO - SUBA
20/04/2022;CONFIA  SAN CRISTOBAL;CEDULA;SAN CRISTOBAL;VELODROMO;18-30 AÑOS;NO;CASA;CONTRIBUTIVA;SOLTERO;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;ESTUDIANTE;MENOS 1SMMLV;O.I;N/A;AUTORECONOCIMIENTO;EQUIPO CONFIA 
21/04/2022;CONFIA  SAN CRISTOBAL;CEDULA;ANTONIO NARIÑO;RESTREPO;46-60 AÑOS;NO;ARRIENDO;SUBSIDIADO;SOLTERO;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;TRABAJO FORMAL;MENOS 1SMMLV;O.I.;N/A;AUTORRECONOCIMIENTO;CONFIA
21/04/2022;CONFIA  SAN CRISTOBAL;CEDULA;BOSA;LOS OLIVOS;46-60 AÑOS;NO;ARRIENDO;SUBSIDIADO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;ESTUDIANTE;MENOS 1SMMLV;O.I.;N/A;AUTORRECONOCIMIENTO;CONFIA
21/04/2022;CONFIA  SAN CRISTOBAL;CEDULA;SUBA;VILLA ELISA;18-30 AÑOS;NO;ARRIENDO;SUBSIDIADO;SOLTERO;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;TRABAJO INFORMAL;MENOS 1SMMLV;O.I.;N/A;AUTORRECONOCIMIENTO;CONFIA
21/04/2022;CONFIA  SAN CRISTOBAL;CEDULA;SUBA;VILLA ELISA;60 AÑOS O MAS;NO;VIVIENDA FAMILIAR;CONTIBUTIBO;UNION LIBRE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;NO RESPONDE;NO;NO;TRABAJO FORMAL;MENOS 1SMMLV;O.I.;N/A;AUTORRECONOCIMIENTO;CONFIA
21/04/2022;CONFIA  SAN CRISTOBAL;CEDULA;SUBA;VILLA ELISA;60 AÑOS O MAS;NO;VIVIENDA FAMILIAR;CONTIBUTIBO;UNION LIBRE;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;NO RESPONDE;NO;NO;TRABAJO FORMAL;MENOS 1SMMLV;O.I.;N/A;AUTORRECONOCIMIENTO;CONFIA
21/04/2022;CONFIA  SAN CRISTOBAL;CEDULA;SUBA;SUBA RINCON;46-60 AÑOS;NO;ARRIENDO;SUBSIDIADO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;TRABAJO FORMAL;MENOS 1SMMLV;O.I.;N/A;AUTORRECONOCIMIENTO;CONFIA
21/04/2022;CONFIA  SAN CRISTOBAL;CEDULA;SUBA;SUBA RINCON;18-30 AÑOS;NO;ARRIENDO;SUBSIDIADO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;ESTUDIANTE;MENOS 1SMMLV;O.I.;N/A;AUTORRECONOCIMIENTO;CONFIA
23/04/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;ARBORIZADORA BAJA;31-45 AÑOS;NO;ARRIENDO;CONTRIBUTIVO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;TECNICA;SI;SI;TRABAJO FORMAL;MENOS 1SMMLV;O.I.;N/A;CULTURA;CONFIA
23/04/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;ARBORIZADORA BAJA;31-45 AÑOS;NO;ARRIENDO;CONTRIBUTIVO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;TRABAJO FORMAL;MENOS 1SMMLV;O.I.;N/A;CULTURA;CONFIA
23/04/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;ARBORIZADORA BAJA;31-45 AÑOS;NO;ARRIENDO;CONTRIBUTIVO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;DESEMPLEADA;MENOS 1SMMLV;O.I.;N/A;CULTURA;CONFIA
